,person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes,loan_status
0,0.00027496068826768035,0.8992214363401393,0.0,0.4374374586076733,0.0002002213739112836,6.124124420507426e-06,3.7494639309229135e-05,0.007011497550825849,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1,0.0017027530883013647,0.9958673062151124,0.0,0.08108348039530308,0.0009032699716036764,6.486678431624247e-06,0.00016216696079060617,0.04086607411923275,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2,0.0018362613127794725,0.9135767283340432,0.00022035135753353672,0.403977488811484,0.0009453073238188725,3.231819910491872e-05,0.00022035135753353672,0.0466410373445986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
3,0.00026407147501897885,0.9156735803125488,0.0,0.4018478967680113,0.00017486124193648035,5.051802130797856e-06,2.2962736958172074e-05,0.0077499237233830745,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
4,0.00032073690443055965,0.8838306322714609,1.3364037684606652e-05,0.4677413189612328,0.0001907048177593369,7.082939972841526e-06,5.345615073842661e-05,0.007831326083179498,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
5,0.001590809024756468,0.9810746514105246,0.0,0.1893820267567224,0.0005408750684171991,1.43930340335109e-05,0.0001515056214053779,0.04030049529383052,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
6,0.00026049122757168807,0.9364759820135867,1.0018893368141848e-05,0.3506612678849647,0.00012443465563232177,3.706990546212484e-06,3.0056680104425547e-05,0.007023244251067436,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
7,0.00023584851150943494,0.9389718864469379,4.9135106564465615e-05,0.34394574595125926,0.00010917820678624258,3.6359978857704555e-06,3.930808525157249e-05,0.005748807468042477,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
8,0.00022515057566637167,0.9445441900163735,2.8143821958296458e-05,0.3283445895134587,8.34933384762795e-05,3.2834458951345867e-06,1.8762547972197638e-05,0.0051034130484377575,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
9,0.0016335988625322737,0.9909721861808873,0.0,0.12446467524055418,0.0011466308206536054,1.0112754863295028e-05,0.00023337126607603912,0.04978587009622167,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
